Country,Week,Date,First death,Death,Death per 1 million,Lagged death per 1 million,Cases,Lagged cases,Cases per 1 million,Lagged cases per 1 million,Total Tests,Weakly Test,Weakly Tests per 1 millon,Stringency Index,First Lag Stringency Index,Second Lag Stringency Index,Population,UHC service coverage index,Population 65 and above,Smoking,Diabetes,"Mortality from CVD, cancer, diabetes or CRD",Unemployment,GHS Index,GHS Rapid response,GHS Health system,GHS Risk environment,Households with internet,Mobile subscriptions,Doctors,Nurses and midwives,Hospital beds,Capacity to isolate patients,Universal healthcare coverage,Health expenditure,Government effectiveness,Orderly transfers of power,Risk of social unrest,Risk of terrorism,Armed conflict,Government territorial control,International tensions,Poverty,Confidence in government,Urban population,Life expectancy,Government health expenditure,GDP per capita,Human Development Index,Democracy Index,Peace Index,Corruption Index,Rule of Law Index,Constraints on Government Powers,Absence of Corruption,Open Government,Fundamental Rights,Order and Security,Regulatory Enforcement,Civil Justice,Criminal Justice
Israel,2,20200306,20200221,0,0,0,14,4,1.58,0.45,2413,1319,148,38.1,29,29,8882800,82,12,25.2,9.7,9.6,4,47.3,39.9,42.2,68.8,81.6,126.7,357.6,507.2,310,1,1,653.1,3,3,3,2,3,1,0,0.3,1,92.3,82.41,1777,41685,0.9,7.8,2.3,61,,,,,,,,,
Israel,3,20200313,20200221,0,0,0,107,14,12.05,1.58,6399,3986,449,52.38,38,29,8882800,82,12,25.2,9.7,9.6,4,47.3,39.9,42.2,68.8,81.6,126.7,357.6,507.2,310,1,1,653.1,3,3,3,2,3,1,0,0.3,1,92.3,82.41,1777,41685,0.9,7.8,2.3,61,,,,,,,,,
Israel,4,20200320,20200221,1,0.11,0,586,107,65.97,12.05,19401,13002,1464,95.24,52,38,8882800,82,12,25.2,9.7,9.6,4,47.3,39.9,42.2,68.8,81.6,126.7,357.6,507.2,310,1,1,653.1,3,3,3,2,3,1,0,0.3,1,92.3,82.41,1777,41685,0.9,7.8,2.3,61,,,,,,,,,
Israel,5,20200327,20200221,9,1.01,0.11,2323,586,261.52,65.97,49475,30074,3386,100,95,52,8882800,82,12,25.2,9.7,9.6,4,47.3,39.9,42.2,68.8,81.6,126.7,357.6,507.2,310,1,1,653.1,3,3,3,2,3,1,0,0.3,1,92.3,82.41,1777,41685,0.9,7.8,2.3,61,,,,,,,,,
Israel,6,20200403,20200221,19,2.14,1.01,3176,2323,357.54,261.52,101655,52180,5874,100,100,95,8882800,82,12,25.2,9.7,9.6,4,47.3,39.9,42.2,68.8,81.6,126.7,357.6,507.2,310,1,1,653.1,3,3,3,2,3,1,0,0.3,1,92.3,82.41,1777,41685,0.9,7.8,2.3,61,,,,,,,,,
Israel,7,20200410,20200221,50,5.63,2.14,3544,3176,398.97,357.54,148494,46839,5273,100,100,100,8882800,82,12,25.2,9.7,9.6,4,47.3,39.9,42.2,68.8,81.6,126.7,357.6,507.2,310,1,1,653.1,3,3,3,2,3,1,0,0.3,1,92.3,82.41,1777,41685,0.9,7.8,2.3,61,,,,,,,,,
Israel,8,20200417,20200221,61,6.87,5.63,2836,3544,319.27,398.97,218637,70143,7896,100,100,100,8882800,82,12,25.2,9.7,9.6,4,47.3,39.9,42.2,68.8,81.6,126.7,357.6,507.2,310,1,1,653.1,3,3,3,2,3,1,0,0.3,1,92.3,82.41,1777,41685,0.9,7.8,2.3,61,,,,,,,,,
Italy,1,20200229,20200222,27,0.45,0.02,1117,8,18.49,0.13,18661,14337,237,66.67,48,29,60421760,82,22.8,23.7,5,9.5,10.6,56.2,47.5,36.8,65.5,61.3,130,402.1,571.8,340,1,1,791.9,2,2,2,2,4,2,3,1.4,0,70.1,82.54,2552,35004,0.9,7.7,3.2,52,0.66,0.71,0.63,0.63,0.73,0.75,0.61,0.56,0.64
Italy,2,20200307,20200222,205,3.39,0.45,4755,1117,78.7,18.49,42062,23401,387,71.43,67,48,60421760,82,22.8,23.7,5,9.5,10.6,56.2,47.5,36.8,65.5,61.3,130,402.1,571.8,340,1,1,791.9,2,2,2,2,4,2,3,1.4,0,70.1,82.54,2552,35004,0.9,7.7,3.2,52,0.66,0.71,0.63,0.63,0.73,0.75,0.61,0.56,0.64
Italy,3,20200314,20200222,1207,19.98,3.39,15274,4755,252.79,78.7,109170,67108,1111,90.48,71,67,60421760,82,22.8,23.7,5,9.5,10.6,56.2,47.5,36.8,65.5,61.3,130,402.1,571.8,340,1,1,791.9,2,2,2,2,4,2,3,1.4,0,70.1,82.54,2552,35004,0.9,7.7,3.2,52,0.66,0.71,0.63,0.63,0.73,0.75,0.61,0.56,0.64
Italy,4,20200321,20200222,3386,56.04,19.98,32421,15274,536.58,252.79,233222,124052,2053,95.24,90,71,60421760,82,22.8,23.7,5,9.5,10.6,56.2,47.5,36.8,65.5,61.3,130,402.1,571.8,340,1,1,791.9,2,2,2,2,4,2,3,1.4,0,70.1,82.54,2552,35004,0.9,7.7,3.2,52,0.66,0.71,0.63,0.63,0.73,0.75,0.61,0.56,0.64
Italy,5,20200328,20200222,4309,71.32,56.04,32920,32421,544.84,536.58,429526,196304,3249,95.24,95,90,60421760,82,22.8,23.7,5,9.5,10.6,56.2,47.5,36.8,65.5,61.3,130,402.1,571.8,340,1,1,791.9,2,2,2,2,4,2,3,1.4,0,70.1,82.54,2552,35004,0.9,7.7,3.2,52,0.66,0.71,0.63,0.63,0.73,0.75,0.61,0.56,0.64
Italy,6,20200404,20200222,5545,91.77,71.32,33329,32920,551.61,544.84,657224,227698,3768,95.24,95,95,60421760,82,22.8,23.7,5,9.5,10.6,56.2,47.5,36.8,65.5,61.3,130,402.1,571.8,340,1,1,791.9,2,2,2,2,4,2,3,1.4,0,70.1,82.54,2552,35004,0.9,7.7,3.2,52,0.66,0.71,0.63,0.63,0.73,0.75,0.61,0.56,0.64
Italy,7,20200411,20200222,4170,69.01,91.77,27750,33329,459.27,551.61,963473,306249,5069,95.24,95,95,60421760,82,22.8,23.7,5,9.5,10.6,56.2,47.5,36.8,65.5,61.3,130,402.1,571.8,340,1,1,791.9,2,2,2,2,4,2,3,1.4,0,70.1,82.54,2552,35004,0.9,7.7,3.2,52,0.66,0.71,0.63,0.63,0.73,0.75,0.61,0.56,0.64
Italy,8,20200418,20200222,3896,64.48,69.01,24857,27750,411.39,459.27,1305833,342360,5666,95.24,95,95,60421760,82,22.8,23.7,5,9.5,10.6,56.2,47.5,36.8,65.5,61.3,130,402.1,571.8,340,1,1,791.9,2,2,2,2,4,2,3,1.4,0,70.1,82.54,2552,35004,0.9,7.7,3.2,52,0.66,0.71,0.63,0.63,0.73,0.75,0.61,0.56,0.64
Japan,1,20200220,20200213,0,0,0.01,60,8,0.47,0.06,0,,0,28.57,19,19,126529100,83,27.6,22.1,5.6,8.4,2.4,59.8,53.6,46.6,71.7,90.9,130,236.7,1124.1,1340,1,1,617.8,3,4,3,3,4,2,2,0.2,1,91.5,83.98,3839,39074,0.9,8,3.6,73,0.78,0.71,0.82,0.68,0.77,0.92,0.79,0.79,0.76
Japan,2,20200227,20200213,3,0.02,0,94,60,0.74,0.47,2058,2058,16,47.62,29,19,126529100,83,27.6,22.1,5.6,8.4,2.4,59.8,53.6,46.6,71.7,90.9,130,236.7,1124.1,1340,1,1,617.8,3,4,3,3,4,2,2,0.2,1,91.5,83.98,3839,39074,0.9,8,3.6,73,0.78,0.71,0.82,0.68,0.77,0.92,0.79,0.79,0.76
Japan,3,20200305,20200213,2,0.02,0.02,162,94,1.28,0.74,6777,4719,37,57.14,48,29,126529100,83,27.6,22.1,5.6,8.4,2.4,59.8,53.6,46.6,71.7,90.9,130,236.7,1124.1,1340,1,1,617.8,3,4,3,3,4,2,2,0.2,1,91.5,83.98,3839,39074,0.9,8,3.6,73,0.78,0.71,0.82,0.68,0.77,0.92,0.79,0.79,0.76
Japan,4,20200312,20200213,9,0.07,0.02,271,162,2.14,1.28,10205,3428,27,61.9,57,48,126529100,83,27.6,22.1,5.6,8.4,2.4,59.8,53.6,46.6,71.7,90.9,130,236.7,1124.1,1340,1,1,617.8,3,4,3,3,4,2,2,0.2,1,91.5,83.98,3839,39074,0.9,8,3.6,73,0.78,0.71,0.82,0.68,0.77,0.92,0.79,0.79,0.76
Japan,5,20200319,20200213,18,0.14,0.07,330,271,2.61,2.14,15354,5149,41,61.9,62,57,126529100,83,27.6,22.1,5.6,8.4,2.4,59.8,53.6,46.6,71.7,90.9,130,236.7,1124.1,1340,1,1,617.8,3,4,3,3,4,2,2,0.2,1,91.5,83.98,3839,39074,0.9,8,3.6,73,0.78,0.71,0.82,0.68,0.77,0.92,0.79,0.79,0.76
Japan,6,20200326,20200213,12,0.09,0.14,341,330,2.7,2.61,25171,9817,78,61.9,62,62,126529100,83,27.6,22.1,5.6,8.4,2.4,59.8,53.6,46.6,71.7,90.9,130,236.7,1124.1,1340,1,1,617.8,3,4,3,3,4,2,2,0.2,1,91.5,83.98,3839,39074,0.9,8,3.6,73,0.78,0.71,0.82,0.68,0.77,0.92,0.79,0.79,0.76
Japan,7,20200402,20200213,12,0.09,0.09,1093,341,8.64,2.7,34510,9339,74,61.9,62,62,126529100,83,27.6,22.1,5.6,8.4,2.4,59.8,53.6,46.6,71.7,90.9,130,236.7,1124.1,1340,1,1,617.8,3,4,3,3,4,2,2,0.2,1,91.5,83.98,3839,39074,0.9,8,3.6,73,0.78,0.71,0.82,0.68,0.77,0.92,0.79,0.79,0.76
Japan,8,20200409,20200213,28,0.22,0.09,2384,1093,18.84,8.64,64387,29877,236,66.67,62,62,126529100,83,27.6,22.1,5.6,8.4,2.4,59.8,53.6,46.6,71.7,90.9,130,236.7,1124.1,1340,1,1,617.8,3,4,3,3,4,2,2,0.2,1,91.5,83.98,3839,39074,0.9,8,3.6,73,0.78,0.71,0.82,0.68,0.77,0.92,0.79,0.79,0.76
Japan,9,20200416,20200213,51,0.4,0.22,3814,2384,30.14,18.84,100703,36316,287,66.67,67,62,126529100,83,27.6,22.1,5.6,8.4,2.4,59.8,53.6,46.6,71.7,90.9,130,236.7,1124.1,1340,1,1,617.8,3,4,3,3,4,2,2,0.2,1,91.5,83.98,3839,39074,0.9,8,3.6,73,0.78,0.71,0.82,0.68,0.77,0.92,0.79,0.79,0.76
Lebanon,1,20200318,20200311,3,0.44,0.15,59,48,8.61,7.01,,,,100,43,43,6848925,73,7,33.8,11.2,17.9,,43.1,47.9,23.8,45.5,76.1,81.4,238,256.2,290,1,0,368.7,1,0,1,1,1,0,0,0,1,88.4,79.58,598,9090,0.8,4.6,2.2,28,0.45,0.5,0.36,0.4,0.5,0.66,0.45,0.42,0.35
Lebanon,2,20200325,20200311,0,0,0.44,213,59,31.1,8.61,,,,100,100,43,6848925,73,7,33.8,11.2,17.9,,43.1,47.9,23.8,45.5,76.1,81.4,238,256.2,290,1,0,368.7,1,0,1,1,1,0,0,0,1,88.4,79.58,598,9090,0.8,4.6,2.2,28,0.45,0.5,0.36,0.4,0.5,0.66,0.45,0.42,0.35
Lebanon,3,20200401,20200311,8,1.17,0,146,213,21.32,31.1,,,,100,100,100,6848925,73,7,33.8,11.2,17.9,,43.1,47.9,23.8,45.5,76.1,81.4,238,256.2,290,1,0,368.7,1,0,1,1,1,0,0,0,1,88.4,79.58,598,9090,0.8,4.6,2.2,28,0.45,0.5,0.36,0.4,0.5,0.66,0.45,0.42,0.35
Lebanon,4,20200408,20200311,7,1.02,1.17,96,146,14.02,21.32,,,,100,100,100,6848925,73,7,33.8,11.2,17.9,,43.1,47.9,23.8,45.5,76.1,81.4,238,256.2,290,1,0,368.7,1,0,1,1,1,0,0,0,1,88.4,79.58,598,9090,0.8,4.6,2.2,28,0.45,0.5,0.36,0.4,0.5,0.66,0.45,0.42,0.35
Lebanon,5,20200415,20200311,2,0.29,1.02,83,96,12.12,14.02,,,,100,100,100,6848925,73,7,33.8,11.2,17.9,,43.1,47.9,23.8,45.5,76.1,81.4,238,256.2,290,1,0,368.7,1,0,1,1,1,0,0,0,1,88.4,79.58,598,9090,0.8,4.6,2.2,28,0.45,0.5,0.36,0.4,0.5,0.66,0.45,0.42,0.35
Luxembourg,1,20200320,20200313,4,6.58,1.64,446,36,733.61,59.22,,,,80.95,43,14,607950,83,14.2,23.5,5,10,5.6,43.8,27.3,37.9,84.7,97.8,130,292.1,1232.6,480,1,1,716.1,4,4,4,3,4,2,2,0.2,2,90.7,82.29,5176,117800,0.9,8.8,,81,,,,,,,,,
Luxembourg,2,20200327,20200313,4,6.58,6.58,969,446,1593.88,733.61,,,,80.95,81,43,607950,83,14.2,23.5,5,10,5.6,43.8,27.3,37.9,84.7,97.8,130,292.1,1232.6,480,1,1,716.1,4,4,4,3,4,2,2,0.2,2,90.7,82.29,5176,117800,0.9,8.8,,81,,,,,,,,,
Luxembourg,3,20200403,20200313,21,34.54,6.58,1034,969,1700.8,1593.88,21463,,,80.95,81,81,607950,83,14.2,23.5,5,10,5.6,43.8,27.3,37.9,84.7,97.8,130,292.1,1232.6,480,1,1,716.1,4,4,4,3,4,2,2,0.2,2,90.7,82.29,5176,117800,0.9,8.8,,81,,,,,,,,,
Luxembourg,4,20200410,20200313,22,36.19,34.54,628,1034,1032.98,1700.8,28273,6810,11202,80.95,81,81,607950,83,14.2,23.5,5,10,5.6,43.8,27.3,37.9,84.7,97.8,130,292.1,1232.6,480,1,1,716.1,4,4,4,3,4,2,2,0.2,2,90.7,82.29,5176,117800,0.9,8.8,,81,,,,,,,,,
Luxembourg,5,20200417,20200313,17,27.96,36.19,329,628,541.16,1032.98,32394,4121,6779,80.95,81,81,607950,83,14.2,23.5,5,10,5.6,43.8,27.3,37.9,84.7,97.8,130,292.1,1232.6,480,1,1,716.1,4,4,4,3,4,2,2,0.2,2,90.7,82.29,5176,117800,0.9,8.8,,81,,,,,,,,,
Malaysia,1,20200325,20200318,14,0.44,0.03,1123,544,35.62,17.25,15820,8947,284,85.71,86,33,31528585,73,6.7,21.5,16.7,17.2,3.3,62.2,61.3,57.1,72,80.1,130,153.3,412.4,190,0,0,395.7,2,3,2,3,3,2,3,0,2,75.4,75.3,531,11191,0.8,6.9,3.5,47,0.58,0.58,0.6,0.42,0.52,0.79,0.57,0.63,0.56
Malaysia,2,20200401,20200318,27,0.86,0.44,970,1123,30.77,35.62,35802,19982,634,85.71,86,86,31528585,73,6.7,21.5,16.7,17.2,3.3,62.2,61.3,57.1,72,80.1,130,153.3,412.4,190,0,0,395.7,2,3,2,3,3,2,3,0,2,75.4,75.3,531,11191,0.8,6.9,3.5,47,0.58,0.58,0.6,0.42,0.52,0.79,0.57,0.63,0.56
Malaysia,3,20200408,20200318,20,0.63,0.86,1197,970,37.97,30.77,58240,22438,712,85.71,86,86,31528585,73,6.7,21.5,16.7,17.2,3.3,62.2,61.3,57.1,72,80.1,130,153.3,412.4,190,0,0,395.7,2,3,2,3,3,2,3,0,2,75.4,75.3,531,11191,0.8,6.9,3.5,47,0.58,0.58,0.6,0.42,0.52,0.79,0.57,0.63,0.56
Malaysia,4,20200415,20200318,19,0.6,0.63,1024,1197,32.48,37.97,87183,28943,918,85.71,86,86,31528585,73,6.7,21.5,16.7,17.2,3.3,62.2,61.3,57.1,72,80.1,130,153.3,412.4,190,0,0,395.7,2,3,2,3,3,2,3,0,2,75.4,75.3,531,11191,0.8,6.9,3.5,47,0.58,0.58,0.6,0.42,0.52,0.79,0.57,0.63,0.56
Mexico,1,20200326,20200319,4,0.03,0.01,360,107,2.85,0.85,3732,2465,20,80.95,5,5,126190788,76,7.2,14,13.5,15.7,3.5,57.6,50.8,46.9,57,63.9,88.5,223.1,264.5,150,1,0,392.4,1,2,2,2,3,2,1,0.6,0,79.9,77.12,507,9360,0.8,6.2,2.4,28,0.44,0.46,0.27,0.6,0.52,0.53,0.45,0.39,0.3
Mexico,2,20200402,20200319,24,0.19,0.03,737,360,5.84,2.85,9514,5782,46,85.71,81,5,126190788,76,7.2,14,13.5,15.7,3.5,57.6,50.8,46.9,57,63.9,88.5,223.1,264.5,150,1,0,392.4,1,2,2,2,3,2,1,0.6,0,79.9,77.12,507,9360,0.8,6.2,2.4,28,0.44,0.46,0.27,0.6,0.52,0.53,0.45,0.39,0.3
Mexico,3,20200409,20200319,112,0.89,0.19,1570,737,12.44,5.84,21391,11877,94,85.71,86,81,126190788,76,7.2,14,13.5,15.7,3.5,57.6,50.8,46.9,57,63.9,88.5,223.1,264.5,150,1,0,392.4,1,2,2,2,3,2,1,0.6,0,79.9,77.12,507,9360,0.8,6.2,2.4,28,0.44,0.46,0.27,0.6,0.52,0.53,0.45,0.39,0.3
Mexico,4,20200416,20200319,265,2.1,0.89,2614,1570,20.71,12.44,32808,11417,90,85.71,86,86,126190788,76,7.2,14,13.5,15.7,3.5,57.6,50.8,46.9,57,63.9,88.5,223.1,264.5,150,1,0,392.4,1,2,2,2,3,2,1,0.6,0,79.9,77.12,507,9360,0.8,6.2,2.4,28,0.44,0.46,0.27,0.6,0.52,0.53,0.45,0.39,0.3
Morocco,1,20200317,20200310,1,0.03,0.03,35,2,0.97,0.06,317,317,9,42.86,0,0,36029138,70,7,23.4,7,12.4,9.3,43.7,51.5,29.5,55.9,61.8,122.9,61.8,87.2,110,0,0,226.4,1,1,1,2,3,2,2,0.2,1,61.9,75.82,218,3274,0.7,5,2.9,43,0.5,0.51,0.44,0.44,0.45,0.68,0.56,0.54,0.38
Morocco,2,20200324,20200310,2,0.06,0.03,105,35,2.91,0.97,855,538,15,71.43,43,0,36029138,70,7,23.4,7,12.4,9.3,43.7,51.5,29.5,55.9,61.8,122.9,61.8,87.2,110,0,0,226.4,1,1,1,2,3,2,2,0.2,1,61.9,75.82,218,3274,0.7,5,2.9,43,0.5,0.51,0.44,0.44,0.45,0.68,0.56,0.54,0.38
Morocco,3,20200331,20200310,29,0.8,0.06,431,105,11.96,2.91,3079,2224,62,85.71,71,43,36029138,70,7,23.4,7,12.4,9.3,43.7,51.5,29.5,55.9,61.8,122.9,61.8,87.2,110,0,0,226.4,1,1,1,2,3,2,2,0.2,1,61.9,75.82,218,3274,0.7,5,2.9,43,0.5,0.51,0.44,0.44,0.45,0.68,0.56,0.54,0.38
Morocco,4,20200407,20200310,50,1.39,0.8,567,431,15.74,11.96,5437,2358,65,85.71,86,71,36029138,70,7,23.4,7,12.4,9.3,43.7,51.5,29.5,55.9,61.8,122.9,61.8,87.2,110,0,0,226.4,1,1,1,2,3,2,2,0.2,1,61.9,75.82,218,3274,0.7,5,2.9,43,0.5,0.51,0.44,0.44,0.45,0.68,0.56,0.54,0.38
Morocco,5,20200414,20200310,43,1.19,1.39,697,567,19.35,15.74,9922,4485,124,85.71,86,86,36029138,70,7,23.4,7,12.4,9.3,43.7,51.5,29.5,55.9,61.8,122.9,61.8,87.2,110,0,0,226.4,1,1,1,2,3,2,2,0.2,1,61.9,75.82,218,3274,0.7,5,2.9,43,0.5,0.51,0.44,0.44,0.45,0.68,0.56,0.54,0.38
Netherlands,1,20200313,20200306,9,0.52,0.06,676,126,39.23,7.31,14555,14555,845,47.62,5,0,17231624,86,19.2,25.8,5.4,11.2,3.8,75.6,79.1,70.2,81.7,93.2,120.5,347.8,1054.2,470,1,1,601.3,4,4,2,3,4,2,3,0,2,91.1,81.51,4252,53200,0.9,8.9,3.5,82,0.84,0.86,0.88,0.82,0.84,0.85,0.85,0.85,0.76
Netherlands,2,20200320,20200306,96,5.57,0.52,2190,676,127.09,39.23,32420,17865,1037,80.95,48,5,17231624,86,19.2,25.8,5.4,11.2,3.8,75.6,79.1,70.2,81.7,93.2,120.5,347.8,1054.2,470,1,1,601.3,4,4,2,3,4,2,3,0,2,91.1,81.51,4252,53200,0.9,8.9,3.5,82,0.84,0.86,0.88,0.82,0.84,0.85,0.85,0.85,0.76
Netherlands,3,20200327,20200306,328,19.03,5.57,4437,2190,257.49,127.09,56033,23613,1370,85.71,81,48,17231624,86,19.2,25.8,5.4,11.2,3.8,75.6,79.1,70.2,81.7,93.2,120.5,347.8,1054.2,470,1,1,601.3,4,4,2,3,4,2,3,0,2,91.1,81.51,4252,53200,0.9,8.9,3.5,82,0.84,0.86,0.88,0.82,0.84,0.85,0.85,0.85,0.76
Netherlands,4,20200403,20200306,905,52.52,19.03,7266,4437,421.67,257.49,88064,32031,1859,85.71,86,81,17231624,86,19.2,25.8,5.4,11.2,3.8,75.6,79.1,70.2,81.7,93.2,120.5,347.8,1054.2,470,1,1,601.3,4,4,2,3,4,2,3,0,2,91.1,81.51,4252,53200,0.9,8.9,3.5,82,0.84,0.86,0.88,0.82,0.84,0.85,0.85,0.85,0.76
Netherlands,5,20200410,20200306,1057,61.34,52.52,7065,7266,410,421.67,126261,38197,2217,85.71,86,86,17231624,86,19.2,25.8,5.4,11.2,3.8,75.6,79.1,70.2,81.7,93.2,120.5,347.8,1054.2,470,1,1,601.3,4,4,2,3,4,2,3,0,2,91.1,81.51,4252,53200,0.9,8.9,3.5,82,0.84,0.86,0.88,0.82,0.84,0.85,0.85,0.85,0.76
Netherlands,6,20200417,20200306,919,53.33,61.34,7452,7065,432.46,410,163988,37727,2189,85.71,86,86,17231624,86,19.2,25.8,5.4,11.2,3.8,75.6,79.1,70.2,81.7,93.2,120.5,347.8,1054.2,470,1,1,601.3,4,4,2,3,4,2,3,0,2,91.1,81.51,4252,53200,0.9,8.9,3.5,82,0.84,0.86,0.88,0.82,0.84,0.85,0.85,0.85,0.76
New Zealand,1,20200405,20200329,0,0,0.21,396,410,81.8,84.69,40218,19925,4116,100,100,43,4841000,87,15.7,16,6.2,10.1,4.3,54,58.1,45.2,77.2,88.5,130,306.1,1114.8,280,1,1,497.5,4,4,4,3,4,2,3,0.2,2,86.5,81.61,2882,41807,0.9,9.3,3.8,87,0.83,0.85,0.87,0.82,0.81,0.89,0.85,0.78,0.72
New Zealand,2,20200412,20200329,3,0.62,0,177,396,36.56,81.8,62827,22609,4670,100,100,100,4841000,87,15.7,16,6.2,10.1,4.3,54,58.1,45.2,77.2,88.5,130,306.1,1114.8,280,1,1,497.5,4,4,4,3,4,2,3,0.2,2,86.5,81.61,2882,41807,0.9,9.3,3.8,87,0.83,0.85,0.87,0.82,0.81,0.89,0.85,0.78,0.72
New Zealand,3,20200419,20200329,7,1.45,0.62,49,177,10.12,36.56,86305,23478,4850,100,100,100,4841000,87,15.7,16,6.2,10.1,4.3,54,58.1,45.2,77.2,88.5,130,306.1,1114.8,280,1,1,497.5,4,4,4,3,4,2,3,0.2,2,86.5,81.61,2882,41807,0.9,9.3,3.8,87,0.83,0.85,0.87,0.82,0.81,0.89,0.85,0.78,0.72
Norway,1,20200320,20200313,6,1.13,0.188255989,992,637,186.75,119.92,43735,25673,4833,76.19,52,14,5311916,87,17,20.2,5.3,9.2,3.8,64.6,58.2,58.5,87.1,96.5,107.8,438.5,1782.4,390,1,1,900.7,4,4,4,3,4,2,4,0,2,81.9,82.51,5281,81911,1,9.9,3.5,84,0.89,0.94,0.94,0.89,0.91,0.93,0.87,0.85,0.83
Norway,2,20200327,20200313,7,1.32,1.13,1414,992,266.19,186.75,78036,34301,6457,85.71,76,52,5311916,87,17,20.2,5.3,9.2,3.8,64.6,58.2,58.5,87.1,96.5,107.8,438.5,1782.4,390,1,1,900.7,4,4,4,3,4,2,4,0,2,81.9,82.51,5281,81911,1,9.9,3.5,84,0.89,0.94,0.94,0.89,0.91,0.93,0.87,0.85,0.83
Norway,3,20200403,20200313,28,5.27,1.32,1779,1414,334.91,266.19,101986,23950,4509,85.71,86,76,5311916,87,17,20.2,5.3,9.2,3.8,64.6,58.2,58.5,87.1,96.5,107.8,438.5,1782.4,390,1,1,900.7,4,4,4,3,4,2,4,0,2,81.9,82.51,5281,81911,1,9.9,3.5,84,0.89,0.94,0.94,0.89,0.91,0.93,0.87,0.85,0.83
Norway,4,20200410,20200313,46,8.66,5.27,1225,1779,230.61,334.91,123170,21184,3988,85.71,86,86,5311916,87,17,20.2,5.3,9.2,3.8,64.6,58.2,58.5,87.1,96.5,107.8,438.5,1782.4,390,1,1,900.7,4,4,4,3,4,2,4,0,2,81.9,82.51,5281,81911,1,9.9,3.5,84,0.89,0.94,0.94,0.89,0.91,0.93,0.87,0.85,0.83
Norway,5,20200417,20200313,48,9.04,8.66,631,1225,118.79,230.61,136236,13066,2460,85.71,86,86,5311916,87,17,20.2,5.3,9.2,3.8,64.6,58.2,58.5,87.1,96.5,107.8,438.5,1782.4,390,1,1,900.7,4,4,4,3,4,2,4,0,2,81.9,82.51,5281,81911,1,9.9,3.5,84,0.89,0.94,0.94,0.89,0.91,0.93,0.87,0.85,0.83
