Country,Week,Date,First death,Death,Death per 1 million,Lagged death per 1 million,Cases,Lagged cases,Cases per 1 million,Lagged cases per 1 million,Total Tests,Weakly Test,Weakly Tests per 1 millon,Stringency Index,First Lag Stringency Index,Second Lag Stringency Index,Population,UHC service coverage index,Population 65 and above,Smoking,Diabetes,"Mortality from CVD, cancer, diabetes or CRD",Unemployment,GHS Index,GHS Rapid response,GHS Health system,GHS Risk environment,Households with internet,Mobile subscriptions,Doctors,Nurses and midwives,Hospital beds,Capacity to isolate patients,Universal healthcare coverage,Health expenditure,Government effectiveness,Orderly transfers of power,Risk of social unrest,Risk of terrorism,Armed conflict,Government territorial control,International tensions,Poverty,Confidence in government,Urban population,Life expectancy,Government health expenditure,GDP per capita,Human Development Index,Democracy Index,Peace Index,Corruption Index,Rule of Law Index,Constraints on Government Powers,Absence of Corruption,Open Government,Fundamental Rights,Order and Security,Regulatory Enforcement,Civil Justice,Criminal Justice
Pakistan,1,20200326,20200319,6,0.03,0,755,282,3.56,1.33,7835,4425,21,100,67,43,212215030,45,4.3,20.1,19.9,24.7,4.1,35.5,38.7,19.9,38.7,15.5,73.4,97.8,50.2,60,0,0,94,0,2,1,0,0,1,0,0.5,1,36.4,66.48,40,1557,0.6,4.2,1.9,33,0.39,0.49,0.31,0.43,0.38,0.37,0.39,0.38,0.35
Pakistan,2,20200402,20200319,23,0.11,0.03,1234,755,5.81,3.56,30308,22473,106,100,100,67,212215030,45,4.3,20.1,19.9,24.7,4.1,35.5,38.7,19.9,38.7,15.5,73.4,97.8,50.2,60,0,0,94,0,2,1,0,0,1,0,0.5,1,36.4,66.48,40,1557,0.6,4.2,1.9,33,0.39,0.49,0.31,0.43,0.38,0.37,0.39,0.38,0.35
Pakistan,3,20200409,20200319,32,0.15,0.11,2198,1234,10.36,5.81,54706,24398,115,100,100,100,212215030,45,4.3,20.1,19.9,24.7,4.1,35.5,38.7,19.9,38.7,15.5,73.4,97.8,50.2,60,0,0,94,0,2,1,0,0,1,0,0.5,1,36.4,66.48,40,1557,0.6,4.2,1.9,33,0.39,0.49,0.31,0.43,0.38,0.37,0.39,0.38,0.35
Pakistan,4,20200416,20200319,65,0.31,0.15,2430,2198,11.45,10.36,84704,29998,141,100,100,100,212215030,45,4.3,20.1,19.9,24.7,4.1,35.5,38.7,19.9,38.7,15.5,73.4,97.8,50.2,60,0,0,94,0,2,1,0,0,1,0,0.5,1,36.4,66.48,40,1557,0.6,4.2,1.9,33,0.39,0.49,0.31,0.43,0.38,0.37,0.39,0.38,0.35
Panama,1,20200318,20200311,0,0,0.24,78,8,18.67,1.92,1455,1261,302,95.24,19,19,4176873,79,8.1,6.1,7.7,13,3.9,43.7,46.4,35.1,63.8,54,130,159.4,233,230,1,0,480,2,2,1,4,4,2,2,0.5,0,67.4,78,1148,15679,0.8,7.1,3.2,37,0.52,0.54,0.42,0.59,0.64,0.66,0.51,0.48,0.33
Panama,2,20200325,20200311,5,1.2,0,259,78,62.01,18.67,3690,2235,535,90.48,95,19,4176873,79,8.1,6.1,7.7,13,3.9,43.7,46.4,35.1,63.8,54,130,159.4,233,230,1,0,480,2,2,1,4,4,2,2,0.5,0,67.4,78,1148,15679,0.8,7.1,3.2,37,0.52,0.54,0.42,0.59,0.64,0.66,0.51,0.48,0.33
Panama,3,20200401,20200311,18,4.31,1.2,644,259,154.18,62.01,6775,3085,739,90.48,90,95,4176873,79,8.1,6.1,7.7,13,3.9,43.7,46.4,35.1,63.8,54,130,159.4,233,230,1,0,480,2,2,1,4,4,2,2,0.5,0,67.4,78,1148,15679,0.8,7.1,3.2,37,0.52,0.54,0.42,0.59,0.64,0.66,0.51,0.48,0.33
Panama,4,20200408,20200311,31,7.42,4.31,1111,644,265.99,154.18,11218,4443,1064,90.48,90,90,4176873,79,8.1,6.1,7.7,13,3.9,43.7,46.4,35.1,63.8,54,130,159.4,233,230,1,0,480,2,2,1,4,4,2,2,0.5,0,67.4,78,1148,15679,0.8,7.1,3.2,37,0.52,0.54,0.42,0.59,0.64,0.66,0.51,0.48,0.33
Panama,5,20200415,20200311,39,9.34,7.42,1372,1111,328.48,265.99,16854,5636,1349,90.48,90,90,4176873,79,8.1,6.1,7.7,13,3.9,43.7,46.4,35.1,63.8,54,130,159.4,233,230,1,0,480,2,2,1,4,4,2,2,0.5,0,67.4,78,1148,15679,0.8,7.1,3.2,37,0.52,0.54,0.42,0.59,0.64,0.66,0.51,0.48,0.33
Paraguay,1,20200328,20200321,2,0.29,0.14,34,12,4.89,1.73,800,507,73,95.24,95,57,6956071,69,6.4,13.4,9.6,17.5,6.2,35.7,26.8,28.2,55.9,61.1,109.6,128.6,104.9,130,0,1,290.7,1,1,2,3,3,2,4,0.3,1,61.3,73.12,396,5932,0.7,6.2,2.9,29,,,,,,,,,
Paraguay,2,20200404,20200321,0,0,0.29,40,34,5.75,4.89,1631,831,119,95.24,95,95,6956071,69,6.4,13.4,9.6,17.5,6.2,35.7,26.8,28.2,55.9,61.1,109.6,128.6,104.9,130,0,1,290.7,1,1,2,3,3,2,4,0.3,1,61.3,73.12,396,5932,0.7,6.2,2.9,29,,,,,,,,,
Paraguay,3,20200411,20200321,3,0.43,0,37,40,5.32,5.75,3120,1489,214,95.24,95,95,6956071,69,6.4,13.4,9.6,17.5,6.2,35.7,26.8,28.2,55.9,61.1,109.6,128.6,104.9,130,0,1,290.7,1,1,2,3,3,2,4,0.3,1,61.3,73.12,396,5932,0.7,6.2,2.9,29,,,,,,,,,
Paraguay,4,20200418,20200321,2,0.29,0.43,70,37,10.06,5.32,5239,2119,305,80.95,95,95,6956071,69,6.4,13.4,9.6,17.5,6.2,35.7,26.8,28.2,55.9,61.1,109.6,128.6,104.9,130,0,1,290.7,1,1,2,3,3,2,4,0.3,1,61.3,73.12,396,5932,0.7,6.2,2.9,29,,,,,,,,,
Peru,1,20200327,20200320,7,0.22,0.03,346,212,10.82,6.63,10065,5767,180,80.95,81,57,31989256,77,8.1,4.8,6.6,12.6,6.4,49.2,51.7,45,57.7,48.7,121,111.6,149.3,160,0,1,192.6,2,4,2,3,3,2,3,0.9,0,77.7,74.98,436,6994,0.7,6.6,3,35,0.5,0.6,0.33,0.55,0.62,0.63,0.49,0.45,0.33
Peru,2,20200403,20200320,32,1,0.22,743,346,23.23,10.82,17334,7269,227,85.71,81,81,31989256,77,8.1,4.8,6.6,12.6,6.4,49.2,51.7,45,57.7,48.7,121,111.6,149.3,160,0,1,192.6,2,4,2,3,3,2,3,0.9,0,77.7,74.98,436,6994,0.7,6.6,3,35,0.5,0.6,0.33,0.55,0.62,0.63,0.49,0.45,0.33
Peru,3,20200410,20200320,80,2.5,1,3019,743,94.38,23.23,56681,39347,1230,85.71,86,81,31989256,77,8.1,4.8,6.6,12.6,6.4,49.2,51.7,45,57.7,48.7,121,111.6,149.3,160,0,1,192.6,2,4,2,3,3,2,3,0.9,0,77.7,74.98,436,6994,0.7,6.6,3,35,0.5,0.6,0.33,0.55,0.62,0.63,0.49,0.45,0.33
Peru,4,20200417,20200320,133,4.16,2.5,7133,3019,222.98,94.38,121468,64787,2025,85.71,86,86,31989256,77,8.1,4.8,6.6,12.6,6.4,49.2,51.7,45,57.7,48.7,121,111.6,149.3,160,0,1,192.6,2,4,2,3,3,2,3,0.9,0,77.7,74.98,436,6994,0.7,6.6,3,35,0.5,0.6,0.33,0.55,0.62,0.63,0.49,0.45,0.33
Philippines,1,20200209,20200202,0,0,0.0093762961,1,2,0.01,0.02,,,,38.1,29,7,106651922,61,5.1,24.3,7.1,26.8,2.3,47.6,43.8,38.2,50.3,55.5,110.4,111,24,100,0,1,184.6,1,3,2,1,0,1,2,4.4,2,46.7,69.09,108,3103,0.7,6.7,2.5,36,0.47,0.5,0.46,0.52,0.41,0.65,0.48,0.46,0.31
Philippines,2,20200216,20200202,0,0,0,0,1,0,0.01,,,,38.1,38,29,106651922,61,5.1,24.3,7.1,26.8,2.3,47.6,43.8,38.2,50.3,55.5,110.4,111,24,100,0,1,184.6,1,3,2,1,0,1,2,4.4,2,46.7,69.09,108,3103,0.7,6.7,2.5,36,0.47,0.5,0.46,0.52,0.41,0.65,0.48,0.46,0.31
Philippines,3,20200223,20200202,0,0,0,0,0,0,0,,,,42.86,38,38,106651922,61,5.1,24.3,7.1,26.8,2.3,47.6,43.8,38.2,50.3,55.5,110.4,111,24,100,0,1,184.6,1,3,2,1,0,1,2,4.4,2,46.7,69.09,108,3103,0.7,6.7,2.5,36,0.47,0.5,0.46,0.52,0.41,0.65,0.48,0.46,0.31
Philippines,4,20200301,20200202,0,0,0,0,0,0,0,,,,38.1,43,38,106651922,61,5.1,24.3,7.1,26.8,2.3,47.6,43.8,38.2,50.3,55.5,110.4,111,24,100,0,1,184.6,1,3,2,1,0,1,2,4.4,2,46.7,69.09,108,3103,0.7,6.7,2.5,36,0.47,0.5,0.46,0.52,0.41,0.65,0.48,0.46,0.31
Philippines,5,20200308,20200202,0,0,0,7,0,0.07,0,,,,52.38,38,43,106651922,61,5.1,24.3,7.1,26.8,2.3,47.6,43.8,38.2,50.3,55.5,110.4,111,24,100,0,1,184.6,1,3,2,1,0,1,2,4.4,2,46.7,69.09,108,3103,0.7,6.7,2.5,36,0.47,0.5,0.46,0.52,0.41,0.65,0.48,0.46,0.31
Philippines,6,20200315,20200202,11,0.1,0,130,7,1.22,0.07,,,,85.71,52,38,106651922,61,5.1,24.3,7.1,26.8,2.3,47.6,43.8,38.2,50.3,55.5,110.4,111,24,100,0,1,184.6,1,3,2,1,0,1,2,4.4,2,46.7,69.09,108,3103,0.7,6.7,2.5,36,0.47,0.5,0.46,0.52,0.41,0.65,0.48,0.46,0.31
Philippines,7,20200322,20200202,13,0.12,0.1,240,130,2.25,1.22,,,,85.71,86,52,106651922,61,5.1,24.3,7.1,26.8,2.3,47.6,43.8,38.2,50.3,55.5,110.4,111,24,100,0,1,184.6,1,3,2,1,0,1,2,4.4,2,46.7,69.09,108,3103,0.7,6.7,2.5,36,0.47,0.5,0.46,0.52,0.41,0.65,0.48,0.46,0.31
Philippines,8,20200329,20200202,43,0.4,0.12,695,240,6.52,2.25,,,,85.71,86,86,106651922,61,5.1,24.3,7.1,26.8,2.3,47.6,43.8,38.2,50.3,55.5,110.4,111,24,100,0,1,184.6,1,3,2,1,0,1,2,4.4,2,46.7,69.09,108,3103,0.7,6.7,2.5,36,0.47,0.5,0.46,0.52,0.41,0.65,0.48,0.46,0.31
Philippines,9,20200405,20200202,76,0.71,0.4,2019,695,18.93,6.52,,,,85.71,86,86,106651922,61,5.1,24.3,7.1,26.8,2.3,47.6,43.8,38.2,50.3,55.5,110.4,111,24,100,0,1,184.6,1,3,2,1,0,1,2,4.4,2,46.7,69.09,108,3103,0.7,6.7,2.5,36,0.47,0.5,0.46,0.52,0.41,0.65,0.48,0.46,0.31
Philippines,10,20200412,20200202,153,1.43,0.71,1554,2019,14.57,18.93,33783,,,85.71,86,86,106651922,61,5.1,24.3,7.1,26.8,2.3,47.6,43.8,38.2,50.3,55.5,110.4,111,24,100,0,1,184.6,1,3,2,1,0,1,2,4.4,2,46.7,69.09,108,3103,0.7,6.7,2.5,36,0.47,0.5,0.46,0.52,0.41,0.65,0.48,0.46,0.31
Philippines,11,20200419,20200202,100,0.94,1.43,1439,1554,13.49,14.57,52792,19009,178,85.71,86,86,106651922,61,5.1,24.3,7.1,26.8,2.3,47.6,43.8,38.2,50.3,55.5,110.4,111,24,100,0,1,184.6,1,3,2,1,0,1,2,4.4,2,46.7,69.09,108,3103,0.7,6.7,2.5,36,0.47,0.5,0.46,0.52,0.41,0.65,0.48,0.46,0.31
Poland,1,20200319,20200312,4,0.11,0.03,274,50,7.22,1.32,11196,8962,236,80.95,57,14,37974750,75,17.5,28,6.1,18.7,3.8,55.4,47.5,48.9,67.9,76,130,229,569.4,650,1,1,409.4,2,3,2,4,4,2,2,0.2,0,60.1,77.45,1244,15316,0.9,6.7,3.3,60,0.66,0.58,0.73,0.6,0.64,0.86,0.62,0.63,0.6
Poland,2,20200326,20200312,9,0.24,0.11,726,274,19.12,7.22,29564,18368,484,80.95,81,57,37974750,75,17.5,28,6.1,18.7,3.8,55.4,47.5,48.9,67.9,76,130,229,569.4,650,1,1,409.4,2,3,2,4,4,2,2,0.2,0,60.1,77.45,1244,15316,0.9,6.7,3.3,60,0.66,0.58,0.73,0.6,0.64,0.86,0.62,0.63,0.6
Poland,3,20200402,20200312,29,0.76,0.24,1503,726,39.58,19.12,61178,31614,833,85.71,81,81,37974750,75,17.5,28,6.1,18.7,3.8,55.4,47.5,48.9,67.9,76,130,229,569.4,650,1,1,409.4,2,3,2,4,4,2,2,0.2,0,60.1,77.45,1244,15316,0.9,6.7,3.3,60,0.66,0.58,0.73,0.6,0.64,0.86,0.62,0.63,0.6
Poland,4,20200409,20200312,116,3.05,0.76,2651,1503,69.81,39.58,107597,46419,1222,95.24,86,81,37974750,75,17.5,28,6.1,18.7,3.8,55.4,47.5,48.9,67.9,76,130,229,569.4,650,1,1,409.4,2,3,2,4,4,2,2,0.2,0,60.1,77.45,1244,15316,0.9,6.7,3.3,60,0.66,0.58,0.73,0.6,0.64,0.86,0.62,0.63,0.6
Poland,5,20200416,20200312,127,3.34,3.05,2377,2651,62.59,69.81,169071,61474,1619,95.24,95,86,37974750,75,17.5,28,6.1,18.7,3.8,55.4,47.5,48.9,67.9,76,130,229,569.4,650,1,1,409.4,2,3,2,4,4,2,2,0.2,0,60.1,77.45,1244,15316,0.9,6.7,3.3,60,0.66,0.58,0.73,0.6,0.64,0.86,0.62,0.63,0.6
Portugal,1,20200324,20200317,22,2.14,0.1,1612,407,156.75,39.58,13691,9984,971,80.95,62,29,10283822,82,22,22.7,9.8,11.1,7,60.3,67.7,55,77.3,73.8,113.9,442.6,637.7,340,1,1,771.1,3,3,3,3,4,2,3,0.3,1,64.7,81.13,1844,23147,0.8,7.8,3.7,64,0.7,0.78,0.72,0.66,0.78,0.79,0.62,0.68,0.59
Portugal,2,20200331,20200317,117,11.38,2.14,4348,1612,422.8,156.75,47476,33785,3285,80.95,81,62,10283822,82,22,22.7,9.8,11.1,7,60.3,67.7,55,77.3,73.8,113.9,442.6,637.7,340,1,1,771.1,3,3,3,3,4,2,3,0.3,1,64.7,81.13,1844,23147,0.8,7.8,3.7,64,0.7,0.78,0.72,0.66,0.78,0.79,0.62,0.68,0.59
Portugal,3,20200407,20200317,171,16.63,11.38,5322,4348,517.51,422.8,95288,47812,4649,85.71,81,81,10283822,82,22,22.7,9.8,11.1,7,60.3,67.7,55,77.3,73.8,113.9,442.6,637.7,340,1,1,771.1,3,3,3,3,4,2,3,0.3,1,64.7,81.13,1844,23147,0.8,7.8,3.7,64,0.7,0.78,0.72,0.66,0.78,0.79,0.62,0.68,0.59
Portugal,4,20200414,20200317,224,21.78,16.63,5204,5322,506.04,517.51,140040,44752,4352,100,86,81,10283822,82,22,22.7,9.8,11.1,7,60.3,67.7,55,77.3,73.8,113.9,442.6,637.7,340,1,1,771.1,3,3,3,3,4,2,3,0.3,1,64.7,81.13,1844,23147,0.8,7.8,3.7,64,0.7,0.78,0.72,0.66,0.78,0.79,0.62,0.68,0.59
Romania,1,20200330,20200323,38,1.95,0.05,1327,275,68.17,14.13,23103,11880,610,71.43,86,71,19466145,74,18.3,29.7,6.9,21.4,4.2,45.8,35.3,36.7,65.7,63.7,114.6,266.9,641.5,630,0,1,239.1,2,3,2,3,4,2,3,1.9,0,53.9,75.01,901,12234,0.8,6.4,3.4,47,0.63,0.62,0.56,0.61,0.7,0.83,0.57,0.62,0.56
Romania,2,20200406,20200323,108,5.55,1.95,2104,1327,108.09,68.17,40987,17884,919,80.95,71,86,19466145,74,18.3,29.7,6.9,21.4,4.2,45.8,35.3,36.7,65.7,63.7,114.6,266.9,641.5,630,0,1,239.1,2,3,2,3,4,2,3,1.9,0,53.9,75.01,901,12234,0.8,6.4,3.4,47,0.63,0.62,0.56,0.61,0.7,0.83,0.57,0.62,0.56
Romania,3,20200413,20200323,158,8.12,5.55,2436,2104,125.14,108.09,67204,26217,1347,80.95,81,71,19466145,74,18.3,29.7,6.9,21.4,4.2,45.8,35.3,36.7,65.7,63.7,114.6,266.9,641.5,630,0,1,239.1,2,3,2,3,4,2,3,1.9,0,53.9,75.01,901,12234,0.8,6.4,3.4,47,0.63,0.62,0.56,0.61,0.7,0.83,0.57,0.62,0.56
Russia,1,20200402,20200326,22,0.15,0.01,1937,641,13.41,4.44,536000,338749,2345,85.71,71,62,144478050,74,14.7,39.3,6.1,25.4,4.8,44.3,50.1,37.6,51.4,76,130,397.5,868.3,820,0,1,538.2,1,2,3,3,1,0,0,0,1,74.3,71.59,757,11253,0.8,2.9,1.9,28,0.47,0.36,0.43,0.49,0.44,0.66,0.49,0.54,0.31
Russia,2,20200409,20200326,52,0.36,0.15,7354,1937,50.9,13.41,1004719,468719,3244,85.71,86,71,144478050,74,14.7,39.3,6.1,25.4,4.8,44.3,50.1,37.6,51.4,76,130,397.5,868.3,820,0,1,538.2,1,2,3,3,1,0,0,0,1,74.3,71.59,757,11253,0.8,2.9,1.9,28,0.47,0.36,0.43,0.49,0.44,0.66,0.49,0.54,0.31
Russia,3,20200416,20200326,156,1.08,0.36,17807,7354,123.25,50.9,1613413,608694,4213,85.71,86,86,144478050,74,14.7,39.3,6.1,25.4,4.8,44.3,50.1,37.6,51.4,76,130,397.5,868.3,820,0,1,538.2,1,2,3,3,1,0,0,0,1,74.3,71.59,757,11253,0.8,2.9,1.9,28,0.47,0.36,0.43,0.49,0.44,0.66,0.49,0.54,0.31
Saudi Arabia,1,20200331,20200324,9,0.27,0.03,796,596,23.62,17.69,,,,95.24,90,86,33699947,74,3.3,15.6,15.8,16.4,6,49.3,32.6,44.8,59.7,80.1,122.1,256.8,520.7,270,1,1,447.1,2,2,3,2,3,2,1,0.2,0,83.6,74.56,2114,23418,0.9,1.9,2.6,49,,,,,,,,,
Saudi Arabia,2,20200407,20200324,31,0.92,0.27,1232,796,36.56,23.62,,,,95.24,95,90,33699947,74,3.3,15.6,15.8,16.4,6,49.3,32.6,44.8,59.7,80.1,122.1,256.8,520.7,270,1,1,447.1,2,2,3,2,3,2,1,0.2,0,83.6,74.56,2114,23418,0.9,1.9,2.6,49,,,,,,,,,
Saudi Arabia,3,20200414,20200324,32,0.95,0.92,2574,1232,76.38,36.56,,,,95.24,95,95,33699947,74,3.3,15.6,15.8,16.4,6,49.3,32.6,44.8,59.7,80.1,122.1,256.8,520.7,270,1,1,447.1,2,2,3,2,3,2,1,0.2,0,83.6,74.56,2114,23418,0.9,1.9,2.6,49,,,,,,,,,
Serbia,1,20200327,20200320,6,0.86,0.14,322,104,46.11,14.89,1715,1170,168,100,81,43,6982604,65,18.3,38.9,9,19.1,12.7,52.3,55.1,56.6,59.2,70.3,124.1,246.3,471.9,570,0,1,535.7,2,2,2,3,3,0,2,0.5,1,55.9,75.24,767,7215,0.8,6.4,3.2,39,0.5,0.39,0.44,0.47,0.57,0.77,0.48,0.51,0.4
Serbia,2,20200403,20200320,6,0.86,0.86,714,322,102.25,46.11,5756,4041,579,100,100,81,6982604,65,18.3,38.9,9,19.1,12.7,52.3,55.1,56.6,59.2,70.3,124.1,246.3,471.9,570,0,1,535.7,2,2,2,3,3,0,2,0.5,1,55.9,75.24,767,7215,0.8,6.4,3.2,39,0.5,0.39,0.44,0.47,0.57,0.77,0.48,0.51,0.4
Serbia,3,20200410,20200320,52,7.45,0.86,1696,714,242.89,102.25,14240,8484,1215,100,100,100,6982604,65,18.3,38.9,9,19.1,12.7,52.3,55.1,56.6,59.2,70.3,124.1,246.3,471.9,570,0,1,535.7,2,2,2,3,3,0,2,0.5,1,55.9,75.24,767,7215,0.8,6.4,3.2,39,0.5,0.39,0.44,0.47,0.57,0.77,0.48,0.51,0.4
Serbia,4,20200417,20200320,38,5.44,7.45,2451,1696,351.02,242.89,32566,18326,2625,100,100,100,6982604,65,18.3,38.9,9,19.1,12.7,52.3,55.1,56.6,59.2,70.3,124.1,246.3,471.9,570,0,1,535.7,2,2,2,3,3,0,2,0.5,1,55.9,75.24,767,7215,0.8,6.4,3.2,39,0.5,0.39,0.44,0.47,0.57,0.77,0.48,0.51,0.4
Singapore,1,20200327,20200320,0,0,0.18,298,185,52.85,32.81,,,,42.86,38,38,5638676,86,11.5,16.5,5.5,9.3,4.2,58.7,64.6,41.4,80.9,84.4,130,227.6,712,240,1,1,1273,4,3,4,3,4,2,3,0.2,2,100,82.8,2227,64043,0.9,6.4,3.7,85,0.79,0.67,0.91,0.64,0.68,0.93,0.87,0.82,0.79
Singapore,2,20200403,20200320,2,0.35,0,366,298,64.91,52.85,,,,42.86,43,38,5638676,86,11.5,16.5,5.5,9.3,4.2,58.7,64.6,41.4,80.9,84.4,130,227.6,712,240,1,1,1273,4,3,4,3,4,2,3,0.2,2,100,82.8,2227,64043,0.9,6.4,3.7,85,0.79,0.67,0.91,0.64,0.68,0.93,0.87,0.82,0.79
Singapore,3,20200410,20200320,3,0.53,0.35,861,366,152.7,64.91,47486,,,61.9,43,43,5638676,86,11.5,16.5,5.5,9.3,4.2,58.7,64.6,41.4,80.9,84.4,130,227.6,712,240,1,1,1273,4,3,4,3,4,2,3,0.2,2,100,82.8,2227,64043,0.9,6.4,3.7,85,0.79,0.67,0.91,0.64,0.68,0.93,0.87,0.82,0.79
Singapore,4,20200417,20200320,3,0.53,0.53,2517,861,446.38,152.7,59737,12251,2173,80.95,62,43,5638676,86,11.5,16.5,5.5,9.3,4.2,58.7,64.6,41.4,80.9,84.4,130,227.6,712,240,1,1,1273,4,3,4,3,4,2,3,0.2,2,100,82.8,2227,64043,0.9,6.4,3.7,85,0.79,0.67,0.91,0.64,0.68,0.93,0.87,0.82,0.79
Slovenia,1,20200324,20200317,0,0,0.48,167,252,80.52,121.51,16113,7555,3643,100,86,43,2073894,79,19.6,22.5,5.9,12.7,5.1,67.2,63.3,54.9,73.7,78.9,117.5,282,884,460,1,1,332.7,3,3,2,4,4,2,3,0,0,54.3,80.78,2004,26199,0.9,7.5,3.6,60,0.69,0.65,0.66,0.65,0.75,0.89,0.65,0.66,0.56
Slovenia,2,20200331,20200317,10,4.82,0,321,167,154.78,80.52,23762,7649,3688,100,100,86,2073894,79,19.6,22.5,5.9,12.7,5.1,67.2,63.3,54.9,73.7,78.9,117.5,282,884,460,1,1,332.7,3,3,2,4,4,2,3,0,0,54.3,80.78,2004,26199,0.9,7.5,3.6,60,0.69,0.65,0.66,0.65,0.75,0.89,0.65,0.66,0.56
Slovenia,3,20200407,20200317,19,9.16,4.82,258,321,124.4,154.78,30669,6907,3330,100,100,100,2073894,79,19.6,22.5,5.9,12.7,5.1,67.2,63.3,54.9,73.7,78.9,117.5,282,884,460,1,1,332.7,3,3,2,4,4,2,3,0,0,54.3,80.78,2004,26199,0.9,7.5,3.6,60,0.69,0.65,0.66,0.65,0.75,0.89,0.65,0.66,0.56
Slovenia,4,20200414,20200317,25,12.05,9.16,191,258,92.1,124.4,37114,6445,3108,100,100,100,2073894,79,19.6,22.5,5.9,12.7,5.1,67.2,63.3,54.9,73.7,78.9,117.5,282,884,460,1,1,332.7,3,3,2,4,4,2,3,0,0,54.3,80.78,2004,26199,0.9,7.5,3.6,60,0.69,0.65,0.66,0.65,0.75,0.89,0.65,0.66,0.56
South Africa,1,20200404,20200328,6,0.1,0.02,335,930,5.8,16.1,53937,21974,380,100,100,100,57779622,69,5.3,20.3,12.7,26.2,28.5,54.8,57.7,33,61.8,54,130,81.8,522.9,280,1,1,83,3,3,1,3,4,2,4,6.2,1,65.9,62.77,576,6414,0.7,7.2,2.6,43,0.59,0.63,0.48,0.62,0.64,0.61,0.56,0.61,0.53
South Africa,2,20200411,20200328,17,0.29,0.1,498,335,8.62,5.8,75053,21116,365,100,100,100,57779622,69,5.3,20.3,12.7,26.2,28.5,54.8,57.7,33,61.8,54,130,81.8,522.9,280,1,1,83,3,3,1,3,4,2,4,6.2,1,65.9,62.77,576,6414,0.7,7.2,2.6,43,0.59,0.63,0.48,0.62,0.64,0.61,0.56,0.61,0.53
South Africa,3,20200418,20200328,26,0.45,0.29,780,498,13.5,8.62,108201,33148,574,100,100,100,57779622,69,5.3,20.3,12.7,26.2,28.5,54.8,57.7,33,61.8,54,130,81.8,522.9,280,1,1,83,3,3,1,3,4,2,4,6.2,1,65.9,62.77,576,6414,0.7,7.2,2.6,43,0.59,0.63,0.48,0.62,0.64,0.61,0.56,0.61,0.53
