Country,Week,Date,First death,Death,Death per 1 million,Lagged death per 1 million,Cases,Lagged cases,Cases per 1 million,Lagged cases per 1 million,Total Tests,Weakly Test,Weakly Tests per 1 millon,Stringency Index,First Lag Stringency Index,Second Lag Stringency Index,Population,UHC service coverage index,Population 65 and above,Smoking,Diabetes,"Mortality from CVD, cancer, diabetes or CRD",Unemployment,GHS Index,GHS Rapid response,GHS Health system,GHS Risk environment,Households with internet,Mobile subscriptions,Doctors,Nurses and midwives,Hospital beds,Capacity to isolate patients,Universal healthcare coverage,Health expenditure,Government effectiveness,Orderly transfers of power,Risk of social unrest,Risk of terrorism,Armed conflict,Government territorial control,International tensions,Poverty,Confidence in government,Urban population,Life expectancy,Government health expenditure,GDP per capita,Human Development Index,Democracy Index,Peace Index,Corruption Index,Rule of Law Index,Constraints on Government Powers,Absence of Corruption,Open Government,Fundamental Rights,Order and Security,Regulatory Enforcement,Civil Justice,Criminal Justice
South Korea,1,20200227,20200220,12,0.23,0.02,1662,76,32.21,1.47,57990,45829,888,61.9,43,43,51606633,86,14.4,23.3,6.9,7.8,3.8,70.2,71.5,58.7,74.1,95.1,124.9,232.6,689.8,1150,1,1,903.3,3,4,2,4,2,2,1,0.1,1,81.5,82.02,1604,31665,0.9,8,3.1,57,0.73,0.72,0.67,0.71,0.73,0.84,0.72,0.76,0.71
South Korea,2,20200305,20200220,22,0.43,0.23,4000,1662,77.51,32.21,146541,88551,1716,61.9,62,43,51606633,86,14.4,23.3,6.9,7.8,3.8,70.2,71.5,58.7,74.1,95.1,124.9,232.6,689.8,1150,1,1,903.3,3,4,2,4,2,2,1,0.1,1,81.5,82.02,1604,31665,0.9,8,3.1,57,0.73,0.72,0.67,0.71,0.73,0.84,0.72,0.76,0.71
South Korea,3,20200312,20200220,31,0.6,0.43,2213,4000,42.88,77.51,234998,88457,1714,61.9,62,62,51606633,86,14.4,23.3,6.9,7.8,3.8,70.2,71.5,58.7,74.1,95.1,124.9,232.6,689.8,1150,1,1,903.3,3,4,2,4,2,2,1,0.1,1,81.5,82.02,1604,31665,0.9,8,3.1,57,0.73,0.72,0.67,0.71,0.73,0.84,0.72,0.76,0.71
South Korea,4,20200319,20200220,28,0.54,0.6,673,2213,13.04,42.88,307024,72026,1396,61.9,62,62,51606633,86,14.4,23.3,6.9,7.8,3.8,70.2,71.5,58.7,74.1,95.1,124.9,232.6,689.8,1150,1,1,903.3,3,4,2,4,2,2,1,0.1,1,81.5,82.02,1604,31665,0.9,8,3.1,57,0.73,0.72,0.67,0.71,0.73,0.84,0.72,0.76,0.71
South Korea,5,20200326,20200220,37,0.72,0.54,589,673,11.41,13.04,364942,57918,1122,80.95,62,62,51606633,86,14.4,23.3,6.9,7.8,3.8,70.2,71.5,58.7,74.1,95.1,124.9,232.6,689.8,1150,1,1,903.3,3,4,2,4,2,2,1,0.1,1,81.5,82.02,1604,31665,0.9,8,3.1,57,0.73,0.72,0.67,0.71,0.73,0.84,0.72,0.76,0.71
South Korea,6,20200402,20200220,38,0.74,0.72,735,589,14.24,11.41,431743,66801,1294,80.95,81,62,51606633,86,14.4,23.3,6.9,7.8,3.8,70.2,71.5,58.7,74.1,95.1,124.9,232.6,689.8,1150,1,1,903.3,3,4,2,4,2,2,1,0.1,1,81.5,82.02,1604,31665,0.9,8,3.1,57,0.73,0.72,0.67,0.71,0.73,0.84,0.72,0.76,0.71
South Korea,7,20200409,20200220,35,0.68,0.74,447,735,8.66,14.24,494711,62968,1220,80.95,81,81,51606633,86,14.4,23.3,6.9,7.8,3.8,70.2,71.5,58.7,74.1,95.1,124.9,232.6,689.8,1150,1,1,903.3,3,4,2,4,2,2,1,0.1,1,81.5,82.02,1604,31665,0.9,8,3.1,57,0.73,0.72,0.67,0.71,0.73,0.84,0.72,0.76,0.71
South Korea,8,20200416,20200220,25,0.48,0.68,190,447,3.68,8.66,538775,44064,854,80.95,81,81,51606633,86,14.4,23.3,6.9,7.8,3.8,70.2,71.5,58.7,74.1,95.1,124.9,232.6,689.8,1150,1,1,903.3,3,4,2,4,2,2,1,0.1,1,81.5,82.02,1604,31665,0.9,8,3.1,57,0.73,0.72,0.67,0.71,0.73,0.84,0.72,0.76,0.71
Spain,1,20200311,20200304,46,0.89,0.02,1942,186,37.63,3.6,,,,61.9,14,14,51606633,86,14.4,23.3,6.9,7.8,3.8,70.2,71.5,58.7,74.1,95.1,124.9,232.6,689.8,1150,1,1,903.3,3,4,2,4,2,2,1,0.1,1,81.5,82.02,1604,31665,0.9,8,3.1,57,0.73,0.72,0.67,0.71,0.73,0.84,0.72,0.76,0.71
Spain,2,20200318,20200304,551,11.77,0.89,11576,1942,247.37,41.5,,,,90.48,62,14,46796540,83,19.4,29.3,6.9,9.9,15.3,65.9,61.9,59.6,77.1,84.6,113.2,387.2,532.4,300,1,1,776.7,3,3,2,3,4,2,3,0.6,0,80.1,82.83,2322,30768,0.9,8.1,3.3,58,0.73,0.74,0.73,0.71,0.79,0.82,0.7,0.67,0.67
Spain,3,20200325,20200304,2098,44.83,11.77,25957,11576,554.68,247.37,,,,90.48,90,62,46796540,83,19.4,29.3,6.9,9.9,15.3,65.9,61.9,59.6,77.1,84.6,113.2,387.2,532.4,300,1,1,776.7,3,3,2,3,4,2,3,0.6,0,80.1,82.83,2322,30768,0.9,8.1,3.3,58,0.73,0.74,0.73,0.71,0.79,0.82,0.7,0.67,0.67
Spain,4,20200401,20200304,5493,117.38,44.83,54744,25957,1169.83,554.68,,,,90.48,90,90,46796540,83,19.4,29.3,6.9,9.9,15.3,65.9,61.9,59.6,77.1,84.6,113.2,387.2,532.4,300,1,1,776.7,3,3,2,3,4,2,3,0.6,0,80.1,82.83,2322,30768,0.9,8.1,3.3,58,0.73,0.74,0.73,0.71,0.79,0.82,0.7,0.67,0.67
Spain,5,20200408,20200304,5609,119.86,117.38,46093,54744,984.97,1169.83,,,,95.24,90,90,46796540,83,19.4,29.3,6.9,9.9,15.3,65.9,61.9,59.6,77.1,84.6,113.2,387.2,532.4,300,1,1,776.7,3,3,2,3,4,2,3,0.6,0,80.1,82.83,2322,30768,0.9,8.1,3.3,58,0.73,0.74,0.73,0.71,0.79,0.82,0.7,0.67,0.67
Spain,6,20200415,20200304,4258,90.99,119.86,32031,46093,684.47,984.97,930230,930230,,95.24,95,90,46796540,83,19.4,29.3,6.9,9.9,15.3,65.9,61.9,59.6,77.1,84.6,113.2,387.2,532.4,300,1,1,776.7,3,3,2,3,4,2,3,0.6,0,80.1,82.83,2322,30768,0.9,8.1,3.3,58,0.73,0.74,0.73,0.71,0.79,0.82,0.7,0.67,0.67
Sweden,1,20200322,20200315,17,1.67,0.1,754,789,74.1,77.54,24700,10300,1012,42.86,29,0,10175214,86,20.1,18.8,4.8,9.1,6.3,72.1,62.8,49.3,84.5,96.4,125.5,418.8,1187.6,260,1,1,821.1,4,4,3,3,4,2,3,0.3,2,87.1,82.2,4498,55240,0.9,9.4,3.5,85,0.86,0.87,0.91,0.86,0.87,0.92,0.84,0.82,0.8
Sweden,2,20200329,20200315,82,8.06,1.67,1701,754,167.17,74.1,37000,12300,1209,42.86,43,29,10175214,86,20.1,18.8,4.8,9.1,6.3,72.1,62.8,49.3,84.5,96.4,125.5,418.8,1187.6,260,1,1,821.1,4,4,3,3,4,2,3,0.3,2,87.1,82.2,4498,55240,0.9,9.4,3.5,85,0.86,0.87,0.91,0.86,0.87,0.92,0.84,0.82,0.8
Sweden,3,20200405,20200315,271,26.63,8.06,2996,1701,294.44,167.17,54700,17700,1740,52.38,43,43,10175214,86,20.1,18.8,4.8,9.1,6.3,72.1,62.8,49.3,84.5,96.4,125.5,418.8,1187.6,260,1,1,821.1,4,4,3,3,4,2,3,0.3,2,87.1,82.2,4498,55240,0.9,9.4,3.5,85,0.86,0.87,0.91,0.86,0.87,0.92,0.84,0.82,0.8
Sweden,4,20200412,20200315,514,50.51,26.63,3708,2996,364.41,294.44,74600,19900,1956,52.38,52,43,10175214,86,20.1,18.8,4.8,9.1,6.3,72.1,62.8,49.3,84.5,96.4,125.5,418.8,1187.6,260,1,1,821.1,4,4,3,3,4,2,3,0.3,2,87.1,82.2,4498,55240,0.9,9.4,3.5,85,0.86,0.87,0.91,0.86,0.87,0.92,0.84,0.82,0.8
Sweden,5,20200419,20200315,624,61.33,50.51,3671,3708,360.78,364.41,94600,20000,1966,52.38,52,52,10175214,86,20.1,18.8,4.8,9.1,6.3,72.1,62.8,49.3,84.5,96.4,125.5,418.8,1187.6,260,1,1,821.1,4,4,3,3,4,2,3,0.3,2,87.1,82.2,4498,55240,0.9,9.4,3.5,85,0.86,0.87,0.91,0.86,0.87,0.92,0.84,0.82,0.8
Switzerland,1,20200312,20200305,3,0.35,0.12,772,80,90.68,9.4,,,,23.81,24,0,8513227,83,18.6,25.7,5.7,8.6,4.7,67,79.3,62.5,86.2,93.7,130,424.8,1823,470,1,1,2325.7,4,4,3,4,4,2,2,0,2,73.8,82.9,4939,82546,0.9,9,3.6,85,,,,,,,,,
Switzerland,2,20200319,20200305,29,3.41,0.35,3005,772,352.98,90.68,,,,80.95,24,24,8513227,83,18.6,25.7,5.7,8.6,4.7,67,79.3,62.5,86.2,93.7,130,424.8,1823,470,1,1,2325.7,4,4,3,4,4,2,2,0,2,73.8,82.9,4939,82546,0.9,9,3.6,85,,,,,,,,,
Switzerland,3,20200326,20200305,70,8.22,3.41,5851,3005,687.28,352.98,91400,,,80.95,81,24,8513227,83,18.6,25.7,5.7,8.6,4.7,67,79.3,62.5,86.2,93.7,130,424.8,1823,470,1,1,2325.7,4,4,3,4,4,2,2,0,2,73.8,82.9,4939,82546,0.9,9,3.6,85,,,,,,,,,
Switzerland,4,20200402,20200305,275,32.3,8.22,7356,5851,864.07,687.28,139330,47930,5630,80.95,81,81,8513227,83,18.6,25.7,5.7,8.6,4.7,67,79.3,62.5,86.2,93.7,130,424.8,1823,470,1,1,2325.7,4,4,3,4,4,2,2,0,2,73.8,82.9,4939,82546,0.9,9,3.6,85,,,,,,,,,
Switzerland,5,20200409,20200305,327,38.41,32.3,5640,7356,662.5,864.07,178500,39170,4601,80.95,81,81,8513227,83,18.6,25.7,5.7,8.6,4.7,67,79.3,62.5,86.2,93.7,130,424.8,1823,470,1,1,2325.7,4,4,3,4,4,2,2,0,2,73.8,82.9,4939,82546,0.9,9,3.6,85,,,,,,,,,
Switzerland,6,20200416,20200305,268,31.48,38.41,3626,5640,425.93,662.5,206400,27900,3277,80.95,81,81,8513227,83,18.6,25.7,5.7,8.6,4.7,67,79.3,62.5,86.2,93.7,130,424.8,1823,470,1,1,2325.7,4,4,3,4,4,2,2,0,2,73.8,82.9,4939,82546,0.9,9,3.6,85,,,,,,,,,
Thailand,1,20200308,20200301,0,0,0.01,8,7,0.12,0.1,4518,838,12,23.81,0,0,69428524,80,11.9,19.9,7,14.5,0.8,73.2,78.6,70.5,56.4,52.9,130,47,229.4,210,1,1,76.9,2,0,2,1,2,1,2,0,1,49.2,75.3,496,7302,0.8,4.6,2.7,36,0.51,0.48,0.49,0.51,0.49,0.71,0.47,0.48,0.43
Thailand,2,20200315,20200301,0,0,0,64,8,0.92,0.12,6545,2027,29,38.1,24,0,69428524,80,11.9,19.9,7,14.5,0.8,73.2,78.6,70.5,56.4,52.9,130,47,229.4,210,1,1,76.9,2,0,2,1,2,1,2,0,1,49.2,75.3,496,7302,0.8,4.6,2.7,36,0.51,0.48,0.49,0.51,0.49,0.71,0.47,0.48,0.43
Thailand,3,20200322,20200301,0,0,0,485,64,6.99,0.92,10925,4380,63,61.9,38,24,69428524,80,11.9,19.9,7,14.5,0.8,73.2,78.6,70.5,56.4,52.9,130,47,229.4,210,1,1,76.9,2,0,2,1,2,1,2,0,1,49.2,75.3,496,7302,0.8,4.6,2.7,36,0.51,0.48,0.49,0.51,0.49,0.71,0.47,0.48,0.43
Thailand,4,20200329,20200301,6,0.09,0,789,485,11.36,6.99,17779,6854,99,71.43,62,38,69428524,80,11.9,19.9,7,14.5,0.8,73.2,78.6,70.5,56.4,52.9,130,47,229.4,210,1,1,76.9,2,0,2,1,2,1,2,0,1,49.2,75.3,496,7302,0.8,4.6,2.7,36,0.51,0.48,0.49,0.51,0.49,0.71,0.47,0.48,0.43
Thailand,5,20200405,20200301,16,0.23,0.09,781,789,11.25,11.36,25071,7292,105,85.71,71,62,69428524,80,11.9,19.9,7,14.5,0.8,73.2,78.6,70.5,56.4,52.9,130,47,229.4,210,1,1,76.9,2,0,2,1,2,1,2,0,1,49.2,75.3,496,7302,0.8,4.6,2.7,36,0.51,0.48,0.49,0.51,0.49,0.71,0.47,0.48,0.43
Thailand,6,20200412,20200301,15,0.22,0.23,382,781,5.5,11.25,33810,8739,126,85.71,86,71,69428524,80,11.9,19.9,7,14.5,0.8,73.2,78.6,70.5,56.4,52.9,130,47,229.4,210,1,1,76.9,2,0,2,1,2,1,2,0,1,49.2,75.3,496,7302,0.8,4.6,2.7,36,0.51,0.48,0.49,0.51,0.49,0.71,0.47,0.48,0.43
Thailand,7,20200419,20200301,9,0.13,0.22,214,382,3.08,5.5,40897,7087,102,85.71,86,86,69428524,80,11.9,19.9,7,14.5,0.8,73.2,78.6,70.5,56.4,52.9,130,47,229.4,210,1,1,76.9,2,0,2,1,2,1,2,0,1,49.2,75.3,496,7302,0.8,4.6,2.7,36,0.51,0.48,0.49,0.51,0.49,0.71,0.47,0.48,0.43
Tunisia,1,20200327,20200320,5,0.43,0.09,173,47,14.96,4.06,2689,1949,169,100,71,38,11565204,70,8.3,32.7,8.5,16.1,15.5,33.7,39.1,24,55.7,55.5,124.3,128.9,264.2,230,0,1,321.7,2,2,1,1,3,0,1,0.4,1,68.6,75.73,457,3333,0.7,6.4,3,43,0.54,0.61,0.49,0.49,0.57,0.68,0.53,0.5,0.42
Tunisia,2,20200403,20200320,12,1.04,0.43,268,173,23.17,14.96,6693,4004,346,100,100,71,11565204,70,8.3,32.7,8.5,16.1,15.5,33.7,39.1,24,55.7,55.5,124.3,128.9,264.2,230,0,1,321.7,2,2,1,1,3,0,1,0.4,1,68.6,75.73,457,3333,0.7,6.4,3,43,0.54,0.61,0.49,0.49,0.57,0.68,0.53,0.5,0.42
Tunisia,3,20200410,20200320,7,0.61,1.04,148,268,12.8,23.17,10936,4243,367,100,100,100,11565204,70,8.3,32.7,8.5,16.1,15.5,33.7,39.1,24,55.7,55.5,124.3,128.9,264.2,230,0,1,321.7,2,2,1,1,3,0,1,0.4,1,68.6,75.73,457,3333,0.7,6.4,3,43,0.54,0.61,0.49,0.49,0.57,0.68,0.53,0.5,0.42
Tunisia,4,20200417,20200320,12,1.04,0.61,179,148,15.48,12.8,15592,4656,403,100,100,100,11565204,70,8.3,32.7,8.5,16.1,15.5,33.7,39.1,24,55.7,55.5,124.3,128.9,264.2,230,0,1,321.7,2,2,1,1,3,0,1,0.4,1,68.6,75.73,457,3333,0.7,6.4,3,43,0.54,0.61,0.49,0.49,0.57,0.68,0.53,0.5,0.42
Turkey,1,20200325,20200318,42,0.51,0.01,1681,190,20.42,2.31,33004,22986,279,80.95,67,38,82319724,74,8.5,27.2,11.1,16.1,10.9,52.4,49,45.7,56.5,64.7,96.4,174.9,261.7,270,0,1,179.4,1,1,1,2,2,2,0,0,2,74.6,75.76,854,9333,0.8,4.4,2,41,0.43,0.3,0.47,0.42,0.32,0.69,0.41,0.44,0.38
Turkey,2,20200401,20200318,170,2.07,0.51,11659,1681,141.63,20.42,106799,73795,896,95.24,81,67,82319724,74,8.5,27.2,11.1,16.1,10.9,52.4,49,45.7,56.5,64.7,96.4,174.9,261.7,270,0,1,179.4,1,1,1,2,2,2,0,0,2,74.6,75.76,854,9333,0.8,4.4,2,41,0.43,0.3,0.47,0.42,0.32,0.69,0.41,0.44,0.38
Turkey,3,20200408,20200318,511,6.21,2.07,20578,11659,249.98,141.63,247768,140969,1712,95.24,95,81,82319724,74,8.5,27.2,11.1,16.1,10.9,52.4,49,45.7,56.5,64.7,96.4,174.9,261.7,270,0,1,179.4,1,1,1,2,2,2,0,0,2,74.6,75.76,854,9333,0.8,4.4,2,41,0.43,0.3,0.47,0.42,0.32,0.69,0.41,0.44,0.38
Turkey,4,20200415,20200318,678,8.24,6.21,31002,20578,376.6,249.98,477716,229948,2793,95.24,95,95,82319724,74,8.5,27.2,11.1,16.1,10.9,52.4,49,45.7,56.5,64.7,96.4,174.9,261.7,270,0,1,179.4,1,1,1,2,2,2,0,0,2,74.6,75.76,854,9333,0.8,4.4,2,41,0.43,0.3,0.47,0.42,0.32,0.69,0.41,0.44,0.38
Ukraine,1,20200320,20200313,2,0.04,0.02,23,2,0.52,0.04,,,,95.24,71,14,44622516,68,16.4,28.9,6.1,24.7,8.8,38,34.8,23,43.3,53,130,300,703.9,880,0,1,290.3,1,1,0,2,0,0,0,0,0,69.2,71.48,227,3102,0.8,5.7,2.1,32,0.51,0.46,0.33,0.57,0.61,0.75,0.43,0.54,0.36
Ukraine,2,20200327,20200313,2,0.04,0.04,192,23,4.3,0.52,,,,95.24,95,71,44622516,68,16.4,28.9,6.1,24.7,8.8,38,34.8,23,43.3,53,130,300,703.9,880,0,1,290.3,1,1,0,2,0,0,0,0,0,69.2,71.48,227,3102,0.8,5.7,2.1,32,0.51,0.46,0.33,0.57,0.61,0.75,0.43,0.54,0.36
Ukraine,3,20200403,20200313,18,0.4,0.04,769,192,17.23,4.3,,,,95.24,95,95,44622516,68,16.4,28.9,6.1,24.7,8.8,38,34.8,23,43.3,53,130,300,703.9,880,0,1,290.3,1,1,0,2,0,0,0,0,0,69.2,71.48,227,3102,0.8,5.7,2.1,32,0.51,0.46,0.33,0.57,0.61,0.75,0.43,0.54,0.36
Ukraine,4,20200410,20200313,46,1.03,0.4,1216,769,27.25,17.23,,,,95.24,95,95,44622516,68,16.4,28.9,6.1,24.7,8.8,38,34.8,23,43.3,53,130,300,703.9,880,0,1,290.3,1,1,0,2,0,0,0,0,0,69.2,71.48,227,3102,0.8,5.7,2.1,32,0.51,0.46,0.33,0.57,0.61,0.75,0.43,0.54,0.36
Ukraine,5,20200417,20200313,56,1.25,1.03,2459,1216,55.11,27.25,,,,95.24,95,95,44622516,68,16.4,28.9,6.1,24.7,8.8,38,34.8,23,43.3,53,130,300,703.9,880,0,1,290.3,1,1,0,2,0,0,0,0,0,69.2,71.48,227,3102,0.8,5.7,2.1,32,0.51,0.46,0.33,0.57,0.61,0.75,0.43,0.54,0.36
United Arab Emirates,1,20200328,20200321,0,0,0.1,315,68,32.71,7.06,,,,90.48,55,36,9630959,76,1.1,28.9,16.3,16.8,2.2,46.7,49.7,22.9,72.4,94.8,130,155.8,306.1,120,1,1,472.7,2,3,4,3,4,2,1,0.2,2,86.2,77.26,1845,43402,0.9,2.8,3.2,70,0.65,0.56,0.8,0.36,0.46,0.91,0.73,0.68,0.67
United Arab Emirates,2,20200404,20200321,8,0.83,0,1037,315,107.67,32.71,,,,95.24,90,55,9630959,76,1.1,28.9,16.3,16.8,2.2,46.7,49.7,22.9,72.4,94.8,130,155.8,306.1,120,1,1,472.7,2,3,4,3,4,2,1,0.2,2,86.2,77.26,1845,43402,0.9,2.8,3.2,70,0.65,0.56,0.8,0.36,0.46,0.91,0.73,0.68,0.67
United Arab Emirates,3,20200411,20200321,10,1.04,0.83,2231,1037,231.65,107.67,,,,95.24,95,90,9630959,76,1.1,28.9,16.3,16.8,2.2,46.7,49.7,22.9,72.4,94.8,130,155.8,306.1,120,1,1,472.7,2,3,4,3,4,2,1,0.2,2,86.2,77.26,1845,43402,0.9,2.8,3.2,70,0.65,0.56,0.8,0.36,0.46,0.91,0.73,0.68,0.67
United Arab Emirates,4,20200418,20200321,17,1.77,1.04,2566,2231,266.43,231.65,,,,95.24,95,95,9630959,76,1.1,28.9,16.3,16.8,2.2,46.7,49.7,22.9,72.4,94.8,130,155.8,306.1,120,1,1,472.7,2,3,4,3,4,2,1,0.2,2,86.2,77.26,1845,43402,0.9,2.8,3.2,70,0.65,0.56,0.8,0.36,0.46,0.91,0.73,0.68,0.67
United Kingdom,1,20200313,20200306,9,0.14,0.02,635,147,9.55,2.21,32771,12433,187,14.29,14,14,66460344,87,18.4,22.3,3.9,10.9,4,77.9,91.9,59.8,74.7,94.8,119.6,282.5,842.1,280,1,1,631.6,4,4,3,3,3,2,2,0.1,1,83.1,80.96,3352,42490,0.9,8.5,3.2,80,0.79,0.82,0.82,0.79,0.79,0.84,0.81,0.71,0.72
United Kingdom,2,20200320,20200306,167,2.51,0.14,3181,635,47.86,9.55,66976,34205,515,33.33,14,14,66460344,87,18.4,22.3,3.9,10.9,4,77.9,91.9,59.8,74.7,94.8,119.6,282.5,842.1,280,1,1,631.6,4,4,3,3,3,2,2,0.1,1,83.1,80.96,3352,42490,0.9,8.5,3.2,80,0.79,0.82,0.82,0.79,0.79,0.84,0.81,0.71,0.72
United Kingdom,3,20200327,20200306,401,6.03,2.51,7679,3181,115.54,47.86,113777,46801,704,64.29,33,14,66460344,87,18.4,22.3,3.9,10.9,4,77.9,91.9,59.8,74.7,94.8,119.6,282.5,842.1,280,1,1,631.6,4,4,3,3,3,2,2,0.1,1,83.1,80.96,3352,42490,0.9,8.5,3.2,80,0.79,0.82,0.82,0.79,0.79,0.84,0.81,0.71,0.72
United Kingdom,4,20200403,20200306,2343,35.25,6.03,22060,7679,331.93,115.54,173784,60007,903,71.43,64,33,66460344,87,18.4,22.3,3.9,10.9,4,77.9,91.9,59.8,74.7,94.8,119.6,282.5,842.1,280,1,1,631.6,4,4,3,3,3,2,2,0.1,1,83.1,80.96,3352,42490,0.9,8.5,3.2,80,0.79,0.82,0.82,0.79,0.79,0.84,0.81,0.71,0.72
United Kingdom,5,20200410,20200306,5057,76.09,35.25,31359,22060,471.85,331.93,256605,82821,1246,71.43,71,64,66460344,87,18.4,22.3,3.9,10.9,4,77.9,91.9,59.8,74.7,94.8,119.6,282.5,842.1,280,1,1,631.6,4,4,3,3,3,2,2,0.1,1,83.1,80.96,3352,42490,0.9,8.5,3.2,80,0.79,0.82,0.82,0.79,0.79,0.84,0.81,0.71,0.72
United Kingdom,6,20200417,20200306,5751,86.53,76.09,38016,31359,572.01,471.85,341551,84946,1278,71.43,71,71,66460344,87,18.4,22.3,3.9,10.9,4,77.9,91.9,59.8,74.7,94.8,119.6,282.5,842.1,280,1,1,631.6,4,4,3,3,3,2,2,0.1,1,83.1,80.96,3352,42490,0.9,8.5,3.2,80,0.79,0.82,0.82,0.79,0.79,0.84,0.81,0.71,0.72
United States,1,20200310,20200303,23,0.07,0,588,55,1.8,0.17,5184,5184,16,23.81,19,10,326687501,84,15.8,21.8,10.8,14.6,3.7,83.5,79.7,73.8,78.2,76.2,122,256.8,988.4,290,1,0,1094.2,3,4,2,2,4,2,2,1,0,82.1,78.69,8078,62254,0.9,8,2.6,71,0.72,0.71,0.74,0.78,0.72,0.81,0.71,0.62,0.63
United States,2,20200317,20200303,33,0.1,0.07,2840,588,8.69,1.8,56440,51256,157,66.67,24,19,326687501,84,15.8,21.8,10.8,14.6,3.7,83.5,79.7,73.8,78.2,76.2,122,256.8,988.4,290,1,0,1094.2,3,4,2,2,4,2,2,1,0,82.1,78.69,8078,62254,0.9,8,2.6,71,0.72,0.71,0.74,0.78,0.72,0.81,0.71,0.62,0.63
United States,3,20200324,20200303,615,1.88,0.1,48378,2840,148.09,8.69,353854,297414,910,76.19,67,24,326687501,84,15.8,21.8,10.8,14.6,3.7,83.5,79.7,73.8,78.2,76.2,122,256.8,988.4,290,1,0,1094.2,3,4,2,2,4,2,2,1,0,82.1,78.69,8078,62254,0.9,8,2.6,71,0.72,0.71,0.74,0.78,0.72,0.81,0.71,0.62,0.63
United States,4,20200331,20200303,1725,5.28,1.88,88726,48378,271.59,148.09,1066348,712494,2181,76.19,76,67,326687501,84,15.8,21.8,10.8,14.6,3.7,83.5,79.7,73.8,78.2,76.2,122,256.8,988.4,290,1,0,1094.2,3,4,2,2,4,2,2,1,0,82.1,78.69,8078,62254,0.9,8,2.6,71,0.72,0.71,0.74,0.78,0.72,0.81,0.71,0.62,0.63
United States,5,20200407,20200303,7161,21.92,5.28,193171,88726,591.3,271.59,2072802,1006454,3081,76.19,76,76,326687501,84,15.8,21.8,10.8,14.6,3.7,83.5,79.7,73.8,78.2,76.2,122,256.8,988.4,290,1,0,1094.2,3,4,2,2,4,2,2,1,0,82.1,78.69,8078,62254,0.9,8,2.6,71,0.72,0.71,0.74,0.78,0.72,0.81,0.71,0.62,0.63
United States,6,20200414,20200303,12413,38,21.92,220011,193171,673.46,591.3,3081589,1008787,3088,76.19,76,76,326687501,84,15.8,21.8,10.8,14.6,3.7,83.5,79.7,73.8,78.2,76.2,122,256.8,988.4,290,1,0,1094.2,3,4,2,2,4,2,2,1,0,82.1,78.69,8078,62254,0.9,8,2.6,71,0.72,0.71,0.74,0.78,0.72,0.81,0.71,0.62,0.63